User ID,Traveler name,Traveler age,Traveler gender,Traveler nationality,Profile Type,Climate Pref,Primary Dest Type,Acc Pref,Transport Core Modes,Traveler Continent
U0210,Elsa,47,Female,Swedish,Urbain/Luxe/Shopping,Temperate,City,Hotel,Vélo;Bus;Taxi,Europe
U0211,Ethan,64,Male,Canadian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Vélo;Métro;Tuk-Tuk,North America
U0212,Aisha,64,Female,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Voiture;Vélo;Transports Publics,Africa
U0213,Da-Eun,25,Female,South Korean,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Voiture (si isolé);Taxi;Voiture,Asia
U0214,Hugo,61,Male,French,Plage/Détente,Hot,Beach,Hostel,Voiture;Métro;Marche,Europe
U0215,Chiara,61,Female,Italian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Vélo;Transports Publics;Voiture,Europe
U0216,Salomé,61,Female,Colombian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Taxi;Transports Publics;Voiture (si isolé),South America
U0217,Faisal,46,Male,Saudi,Plage/Détente,Hot,Beach,Hostel,Transports Publics;4x4;Bus,Asia
U0218,Sizakele,67,Female,South African,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Scooter;Voiture;Tuk-Tuk,Africa
U0219,Carla,57,Female,Spanish,Plage/Détente,Hot,Beach,Airbnb,Bus;Voiture (si isolé);Tuk-Tuk,Europe
U0220,Ayanda,38,Female,South African,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Bus;Marche;Voiture (si isolé),Africa
U0221,Sana,55,Female,Japanese,Plage/Détente,Hot,Beach,Guesthouse,Métro;Tuk-Tuk;Bateau,Asia
U0222,Carl,29,Male,Swedish,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Taxi;Voiture;Métro,Europe
U0223,Yumi,68,Female,Japanese,Urbain/Luxe/Shopping,Temperate,City,Hotel,Transports Publics;4x4;Marche,Asia
U0224,Layla,35,Female,Egyptian,Culturel/Histoire,Temperate,City,Guesthouse,4x4;Métro;Voiture,Africa
U0225,Ali,61,Male,Egyptian,Culturel/Histoire,Temperate,City,Guesthouse,Marche;Bateau;Scooter,Africa
U0226,Jack,65,Male,Australian,Plage/Détente,Hot,Beach,Hotel,Scooter;Randonnée;Marche,Oceania
U0227,Ngozi,25,Female,Nigerian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Randonnée;Taxi;Bateau,Africa
U0228,Omar,30,Male,Egyptian,Plage/Détente,Hot,Beach,Villa,Bus;Tuk-Tuk;Voiture,Africa
U0229,Chloé,36,Female,French,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Bus;Bateau;Marche,Europe
U0230,Francesco,55,Male,Italian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Marche;Taxi;Bus,Europe
U0231,Mandla,44,Male,South African,Plage/Détente,Hot,Beach,Villa,Tuk-Tuk;Taxi;Bus,Africa
U0232,Leon,60,Male,German,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Randonnée;Voiture (si isolé);Transports Publics,Europe
U0233,Ksenia,36,Female,Russian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Transports Publics;Randonnée;Tuk-Tuk,Europe
U0234,Anja,25,Female,German,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Tuk-Tuk;Scooter;Taxi,Europe
U0235,Jack,24,Male,Australian,Culturel/Histoire,Temperate,City,Hostel,Voiture (si isolé);Bus;Taxi,Oceania
U0236,Gustav,43,Male,Swedish,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Tuk-Tuk;Randonnée;Marche,Europe
U0237,Nour,47,Female,Egyptian,Plage/Détente,Hot,Beach,Villa,Transports Publics;Vélo;Marche,Africa
U0238,Davi,51,Male,Brazilian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Vélo;Taxi;Voiture (si isolé),South America
U0239,Maha,66,Female,Saudi,Plage/Détente,Hot,Beach,Villa,Tuk-Tuk;Taxi;Scooter,Asia
U0240,Layla,54,Female,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Métro;4x4;Randonnée,Africa
U0241,Sergio,44,Male,Spanish,Exotique/Budget,Hot,Cultural/Nature,Villa,Bus;Métro;Voiture,Europe
U0242,Phương,57,Female,Vietnamese,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Taxi;Voiture (si isolé);4x4,Asia
U0243,Juan,42,Male,Colombian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Randonnée;Voiture (si isolé);Vélo,South America
U0244,Elena,64,Female,Russian,Plage/Détente,Hot,Beach,Hotel,Taxi;Transports Publics;Voiture,Europe
U0245,Alice,49,Female,Swedish,Culturel/Histoire,Temperate,City,Villa,Marche;Scooter;Vélo,Europe
U0246,Emily,46,Female,American,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,4x4;Métro;Scooter,North America
U0247,Finn,68,Male,Australian,Culturel/Histoire,Temperate,City,Hostel,Métro;Scooter;Randonnée,Oceania
U0248,Alice,45,Female,French,Exotique/Budget,Hot,Cultural/Nature,Hotel,Scooter;Voiture (si isolé);Marche,Europe
U0249,Aoi,42,Female,Japanese,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Vélo;Voiture;Métro,Asia
U0250,Sebastián,66,Male,Colombian,Urbain/Luxe/Shopping,Temperate,City,Villa,Bus;Métro;Voiture (si isolé),South America
U0251,Ha-Eun,30,Female,South Korean,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Tuk-Tuk;4x4;Taxi,Asia
U0252,Mia,69,Female,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Bateau;Métro;Tuk-Tuk,Oceania
U0253,Sofía,21,Female,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Transports Publics;Taxi;Tuk-Tuk,North America
U0254,Khanya,22,Female,South African,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Bateau;Métro;4x4,Africa
U0255,Sam,45,Male,American,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Bateau;4x4;Transports Publics,North America
U0256,Nour,52,Female,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Métro;Voiture (si isolé);Marche,Africa
U0257,Isabella,33,Female,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Randonnée;Scooter;Voiture,South America
U0258,Ike,52,Male,Nigerian,Culturel/Histoire,Temperate,City,Villa,Bateau;Taxi;Scooter,Africa
U0259,Chloe,25,Female,Australian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture;Tuk-Tuk;Randonnée,Oceania
U0260,Simon,40,Male,French,Culturel/Histoire,Temperate,City,Guesthouse,Bateau;Vélo;Métro,Europe
U0261,Rajesh,42,Male,Indian,Plage/Détente,Hot,Beach,Hostel,Transports Publics;Tuk-Tuk;Bateau,Asia
U0262,Alexandre,18,Male,French,Culturel/Histoire,Temperate,City,Airbnb,Métro;Taxi;Voiture,Europe
U0263,Axel,47,Male,Swedish,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Taxi;Bateau;Vélo,Europe
U0264,Renata,46,Female,Mexican,Plage/Détente,Hot,Beach,Guesthouse,Voiture (si isolé);Bateau;Taxi,North America
U0265,Amelia,60,Female,American,Plage/Détente,Hot,Beach,Hotel,Vélo;Bus;Transports Publics,North America
U0266,Yasmin,52,Female,Egyptian,Urbain/Luxe/Shopping,Temperate,City,Villa,Bus;Vélo;Scooter,Africa
U0267,Riku,30,Male,Japanese,Culturel/Histoire,Temperate,City,Hostel,Voiture (si isolé);Marche;4x4,Asia
U0268,Mia,60,Female,Australian,Culturel/Histoire,Temperate,City,Guesthouse,Métro;Vélo;Bateau,Oceania
U0269,Valeria,69,Female,Mexican,Culturel/Histoire,Temperate,City,Airbnb,Métro;Voiture;Marche,North America
U0270,Hamad,21,Male,Saudi,Plage/Détente,Hot,Beach,Villa,Scooter;Bus;Taxi,Asia
U0271,Isabella,26,Female,Colombian,Culturel/Histoire,Temperate,City,Airbnb,Taxi;Transports Publics;Voiture,South America
U0272,Heidi,36,Female,German,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Scooter;Vélo;Transports Publics,Europe
U0273,Mikhail,30,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Villa,Bateau;Bus;Métro,Europe
U0274,David,21,Male,American,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Voiture (si isolé);Scooter;4x4,North America
U0275,Isabella,42,Female,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture;Bateau;Marche,North America
U0276,Jack,68,Male,Australian,Plage/Détente,Hot,Beach,Airbnb,Marche;Tuk-Tuk;Randonnée,Oceania
U0277,Enzo,26,Male,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Bus;Bateau;Marche,South America
U0278,María,34,Female,Spanish,Plage/Détente,Hot,Beach,Hostel,Métro;Vélo;4x4,Europe
U0279,Valeria,29,Female,Mexican,Urbain/Luxe/Shopping,Temperate,City,Hotel,Scooter;Marche;Transports Publics,North America
U0280,Jide,35,Male,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Voiture (si isolé);Bateau;Scooter,Africa
U0281,Hans,53,Male,German,Aventure/Nature,Temperate,Adventure/Nature,Villa,Voiture;Tuk-Tuk;Taxi,Europe
U0282,Sarah,64,Female,American,Culturel/Histoire,Temperate,City,Airbnb,Taxi;Scooter;Marche,North America
U0283,Joon-Ho,36,Male,South Korean,Plage/Détente,Hot,Beach,Hotel,Voiture;Taxi;Bateau,Asia
U0284,Vikram,36,Male,Indian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Métro;Voiture (si isolé);Tuk-Tuk,Asia
U0285,Frieda,51,Female,German,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Voiture (si isolé);Taxi;Transports Publics,Europe
U0286,Yui,50,Female,Japanese,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Tuk-Tuk;Taxi;Vélo,Asia
U0287,Vladimir,50,Male,Russian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Transports Publics;Tuk-Tuk;Voiture (si isolé),Europe
U0288,Tarek,18,Male,Egyptian,Plage/Détente,Hot,Beach,Hotel,Vélo;Scooter;Voiture (si isolé),Africa
U0289,Omar,61,Male,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Villa,Bus;Bateau;Voiture (si isolé),Africa
U0290,Emma,58,Female,Canadian,Culturel/Histoire,Temperate,City,Hostel,Vélo;Taxi;Transports Publics,North America
U0291,Inès,32,Female,French,Plage/Détente,Hot,Beach,Guesthouse,Tuk-Tuk;Voiture;Métro,Europe
U0292,Lily,43,Female,Australian,Culturel/Histoire,Temperate,City,Hostel,Marche;Randonnée;Métro,Oceania
U0293,William,63,Male,Australian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Bus;Voiture;Tuk-Tuk,Oceania
U0294,Nikita,45,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Voiture (si isolé);Tuk-Tuk;Scooter,Europe
U0295,Mohamed,27,Male,Egyptian,Urbain/Luxe/Shopping,Temperate,City,Villa,4x4;Voiture (si isolé);Scooter,Africa
U0296,Vladimir,44,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Vélo;Bus;Randonnée,Europe
U0297,Yumi,60,Female,Japanese,Exotique/Budget,Hot,Cultural/Nature,Hotel,Tuk-Tuk;Bateau;Bus,Asia
U0298,Sergey,40,Male,Russian,Plage/Détente,Hot,Beach,Villa,Vélo;Bateau;Bus,Europe
U0299,Riku,30,Male,Japanese,Culturel/Histoire,Temperate,City,Villa,Voiture (si isolé);Randonnée;Taxi,Asia
U0300,Miyu,48,Female,Japanese,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Randonnée;Métro;Bateau,Asia
U0301,Hanna,67,Female,German,Urbain/Luxe/Shopping,Temperate,City,Villa,Marche;Métro;Bus,Europe
U0302,Michael,43,Male,American,Plage/Détente,Hot,Beach,Villa,Transports Publics;Scooter;4x4,North America
U0303,Yemi,57,Female,Nigerian,Exotique/Budget,Hot,Cultural/Nature,Hotel,Bateau;Tuk-Tuk;Randonnée,Africa
U0304,Lama,54,Female,Saudi,Plage/Détente,Hot,Beach,Hotel,Marche;Bateau;4x4,Asia
U0305,João,24,Male,Brazilian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Marche;Tuk-Tuk;Transports Publics,South America
U0306,Mateus,31,Male,Brazilian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Vélo;Bus;Transports Publics,South America
U0307,Yulia,61,Female,Russian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Marche;Bateau;Voiture,Europe
U0308,Gyu-Min,58,Male,South Korean,Plage/Détente,Hot,Beach,Hostel,Métro;Voiture (si isolé);Taxi,Asia
U0309,Sifiso,35,Male,South African,Culturel/Histoire,Temperate,City,Hotel,Tuk-Tuk;Scooter;Voiture,Africa
U0310,Noah,42,Male,Canadian,Plage/Détente,Hot,Beach,Villa,Tuk-Tuk;Voiture (si isolé);Marche,North America
U0311,Alexey,67,Male,Russian,Exotique/Budget,Hot,Cultural/Nature,Hostel,Tuk-Tuk;Taxi;Métro,Europe
U0312,Maja,23,Female,Swedish,Aventure/Nature,Temperate,Adventure/Nature,Villa,Transports Publics;Bateau;Métro,Europe
U0313,Khanya,41,Female,South African,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Tuk-Tuk;Bateau;Transports Publics,Africa
U0314,Javier,58,Male,Mexican,Plage/Détente,Hot,Beach,Guesthouse,Voiture;Scooter;Randonnée,North America
U0315,Ethan,27,Male,American,Urbain/Luxe/Shopping,Temperate,City,Hotel,Transports Publics;Randonnée;Voiture,North America
U0316,Camille,69,Female,French,Plage/Détente,Hot,Beach,Hostel,Marche;Transports Publics;Tuk-Tuk,Europe
U0317,Nomusa,37,Female,South African,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,4x4;Vélo;Tuk-Tuk,Africa
U0318,Ksenia,41,Female,Russian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Bus;Métro;Scooter,Europe
U0319,Olivia,53,Female,Canadian,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Bus;Voiture (si isolé);Bateau,North America
U0320,Paulina,29,Female,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Bateau;Vélo;Randonnée,North America
U0321,Luciana,62,Female,Colombian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Voiture (si isolé);4x4;Taxi,South America
U0322,Tolu,40,Female,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Villa,Transports Publics;4x4;Tuk-Tuk,Africa
U0323,Frieda,65,Female,German,Plage/Détente,Hot,Beach,Guesthouse,Métro;Randonnée;Bateau,Europe
U0324,Khaya,55,Male,South African,Culturel/Histoire,Temperate,City,Airbnb,Scooter;Vélo;Randonnée,Africa
U0325,Luis,67,Male,Mexican,Exotique/Budget,Hot,Cultural/Nature,Villa,Vélo;Randonnée;Voiture (si isolé),North America
U0326,Jorge,56,Male,Spanish,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Bateau;Tuk-Tuk;4x4,Europe
U0327,Sophia,31,Female,Canadian,Plage/Détente,Hot,Beach,Airbnb,Bateau;Bus;Tuk-Tuk,North America
U0328,Andrei,33,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Taxi;Tuk-Tuk;Voiture,Europe
U0329,Bandar,61,Male,Saudi,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Bus;Métro;Bateau,Asia
U0330,Lorenzo,57,Male,Italian,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Bateau;Taxi;Randonnée,Europe
U0331,Ava,42,Female,Canadian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Tuk-Tuk;Taxi;Voiture,North America
U0332,Nandi,19,Female,South African,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Métro;Tuk-Tuk;Scooter,Africa
U0333,David,67,Male,Mexican,Culturel/Histoire,Temperate,City,Hotel,Tuk-Tuk;Vélo;Scooter,North America
U0334,Jana,41,Female,Egyptian,Aventure/Nature,Temperate,Adventure/Nature,Villa,Randonnée;Marche;Scooter,Africa
U0335,Nkosi,24,Male,South African,Aventure/Nature,Temperate,Adventure/Nature,Villa,Scooter;Voiture (si isolé);Randonnée,Africa
U0336,Andrea,35,Male,Italian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture;Transports Publics;Scooter,Europe
U0337,Gyu-Min,67,Male,South Korean,Culturel/Histoire,Temperate,City,Guesthouse,Transports Publics;Randonnée;Voiture,Asia
U0338,Aisha,62,Female,Egyptian,Plage/Détente,Hot,Beach,Hostel,Métro;Randonnée;Bateau,Africa
U0339,Mariam,33,Female,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Transports Publics;Voiture (si isolé);Taxi,Africa
U0340,Maha,48,Female,Saudi,Plage/Détente,Hot,Beach,Airbnb,Transports Publics;Randonnée;Métro,Asia
U0341,Aisha,45,Female,Saudi,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,4x4;Métro;Taxi,Asia
U0342,Daria,31,Female,Russian,Plage/Détente,Hot,Beach,Villa,Taxi;Bus;4x4,Europe
U0343,Sato,50,Male,Japanese,Plage/Détente,Hot,Beach,Guesthouse,Marche;Voiture;Métro,Asia
U0344,Isabella,41,Female,Canadian,Exotique/Budget,Hot,Cultural/Nature,Villa,Scooter;Voiture (si isolé);Métro,North America
U0345,Arjun,30,Male,Indian,Culturel/Histoire,Temperate,City,Airbnb,Voiture (si isolé);Vélo;Taxi,Asia
U0346,Nour,58,Female,Egyptian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Bus;Transports Publics;4x4,Africa
U0347,Sato,62,Male,Japanese,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture (si isolé);Vélo;4x4,Asia
U0348,Mariana,47,Female,Brazilian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Transports Publics;4x4;Voiture (si isolé),South America
U0349,Alexander,69,Male,Russian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Tuk-Tuk;Transports Publics;Bus,Europe
U0350,Emeka,63,Male,Nigerian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Tuk-Tuk;Voiture (si isolé);Taxi,Africa
U0351,Charlotte,31,Female,Canadian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Voiture;Bateau;Marche,North America
U0352,Martina,37,Female,Italian,Culturel/Histoire,Temperate,City,Villa,Tuk-Tuk;Vélo;Randonnée,Europe
U0353,Chiara,42,Female,Italian,Culturel/Histoire,Temperate,City,Airbnb,Tuk-Tuk;Randonnée;Transports Publics,Europe
U0354,Giorgia,27,Female,Italian,Culturel/Histoire,Temperate,City,Hostel,Voiture (si isolé);Transports Publics;Bateau,Europe
U0355,Aurora,20,Female,Italian,Plage/Détente,Hot,Beach,Hotel,Bus;Transports Publics;Tuk-Tuk,Europe
U0356,Louis,64,Male,French,Culturel/Histoire,Temperate,City,Hotel,Transports Publics;Tuk-Tuk;Bateau,Europe
U0357,Aisha,36,Female,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Bus;Scooter;Vélo,Africa
U0358,Axel,51,Male,Swedish,Aventure/Nature,Temperate,Adventure/Nature,Villa,Tuk-Tuk;Randonnée;Vélo,Europe
U0359,Sota,64,Male,Japanese,Culturel/Histoire,Temperate,City,Villa,4x4;Bateau;Voiture,Asia
U0360,Carla,40,Female,Spanish,Culturel/Histoire,Temperate,City,Airbnb,Scooter;Marche;Tuk-Tuk,Europe
U0361,Owen,24,Male,Canadian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Marche;Métro;Bateau,North America
U0362,Gabriele,50,Male,Italian,Culturel/Histoire,Temperate,City,Villa,Tuk-Tuk;Scooter;Taxi,Europe
U0363,Ruby,55,Female,Australian,Plage/Détente,Hot,Beach,Villa,Taxi;Tuk-Tuk;Bateau,Oceania
U0364,Funke,57,Female,Nigerian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Voiture;Randonnée;Scooter,Africa
U0365,Lily,66,Female,Australian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Marche;Tuk-Tuk;Bus,Oceania
U0366,Camila,18,Female,Colombian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Bateau;4x4;Vélo,South America
U0367,Chae-Won,44,Female,South Korean,Urbain/Luxe/Shopping,Temperate,City,Hostel,Vélo;Marche;Scooter,Asia
U0368,Laura,49,Female,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Vélo;Bateau;Métro,South America
U0369,Yến,47,Female,Vietnamese,Plage/Détente,Hot,Beach,Airbnb,Scooter;Voiture (si isolé);Métro,Asia
U0370,Ava,18,Female,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Randonnée;Scooter;4x4,Oceania
U0371,Harrison,65,Male,Australian,Culturel/Histoire,Temperate,City,Hostel,Bateau;Vélo;Voiture,Oceania
U0372,Gyu-Min,50,Male,South Korean,Exotique/Budget,Hot,Cultural/Nature,Hostel,Bateau;Métro;Voiture,Asia
U0373,Grace,49,Female,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Voiture;Bus;Vélo,Oceania
U0374,Ella,31,Female,Australian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Vélo;Transports Publics;Scooter,Oceania
U0375,Emily,63,Female,American,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Tuk-Tuk;Bateau;4x4,North America
U0376,Rina,51,Female,Japanese,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Voiture;Vélo;Métro,Asia
U0377,Tùng,42,Male,Vietnamese,Culturel/Histoire,Temperate,City,Villa,Marche;Vélo;Métro,Asia
U0378,Mia,66,Female,Canadian,Culturel/Histoire,Temperate,City,Villa,Scooter;Vélo;Bateau,North America
U0379,Ha-Joon,44,Male,South Korean,Plage/Détente,Hot,Beach,Hotel,Randonnée;Voiture;Transports Publics,Asia
U0380,Alexey,18,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Métro;Voiture (si isolé);Voiture,Europe
U0381,Thành,22,Male,Vietnamese,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Bateau;Métro;Bus,Asia
U0382,Mia,19,Female,Australian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Bateau;Taxi;4x4,Oceania
U0383,Heidi,68,Female,German,Plage/Détente,Hot,Beach,Guesthouse,Voiture;Bus;Transports Publics,Europe
U0384,Laura,27,Female,Brazilian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Taxi;Transports Publics;4x4,South America
U0385,William,48,Male,American,Culturel/Histoire,Temperate,City,Villa,Taxi;Voiture;Bus,North America
U0386,Emma,58,Female,French,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Métro;Marche;Voiture,Europe
U0387,Marie,19,Female,French,Aventure/Nature,Temperate,Adventure/Nature,Villa,Taxi;Voiture (si isolé);Scooter,Europe
U0388,Sana,22,Female,Japanese,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Taxi;Métro;Marche,Asia
U0389,Olle,44,Male,Swedish,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Tuk-Tuk;4x4;Taxi,Europe
U0390,Oliver,28,Male,Australian,Plage/Détente,Hot,Beach,Hotel,Voiture;Bus;Randonnée,Oceania
U0391,Andrei,20,Male,Russian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Voiture (si isolé);Randonnée;Vélo,Europe
U0392,Khanya,44,Female,South African,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,4x4;Taxi;Voiture (si isolé),Africa
U0393,Abdullah,66,Male,Saudi,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,4x4;Bus;Voiture (si isolé),Asia
U0394,Koharu,38,Female,Japanese,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Marche;Scooter;Tuk-Tuk,Asia
U0395,Ada,49,Female,Nigerian,Plage/Détente,Hot,Beach,Hotel,4x4;Transports Publics;Scooter,Africa
U0396,Camila,66,Female,Colombian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Randonnée;Taxi;Scooter,South America
U0397,Chloé,53,Female,French,Culturel/Histoire,Temperate,City,Hostel,Bateau;Tuk-Tuk;Voiture (si isolé),Europe
U0398,Nandi,50,Female,South African,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Bateau;4x4;Transports Publics,Africa
U0399,Elena,42,Female,Russian,Plage/Détente,Hot,Beach,Villa,Randonnée;Marche;4x4,Europe
U0400,Ethan,32,Male,Canadian,Culturel/Histoire,Temperate,City,Hotel,Bateau;Scooter;Tuk-Tuk,North America
U0401,Tarek,63,Male,Egyptian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Taxi;Randonnée;4x4,Africa
U0402,Anja,44,Female,German,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Scooter;Transports Publics;Vélo,Europe
U0403,Ye-Eun,47,Female,South Korean,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Transports Publics;Bus;Tuk-Tuk,Asia
U0404,Koharu,58,Female,Japanese,Culturel/Histoire,Temperate,City,Hostel,Bus;Tuk-Tuk;Scooter,Asia
U0405,Koharu,41,Female,Japanese,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Tuk-Tuk;Métro;Randonnée,Asia
U0406,Zainab,42,Female,Nigerian,Plage/Détente,Hot,Beach,Hotel,Scooter;Voiture (si isolé);Taxi,Africa
U0407,Victoria,45,Female,Russian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Bateau;Tuk-Tuk;Voiture,Europe
U0408,Charlotte,43,Female,Australian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Tuk-Tuk;Scooter;Bateau,Oceania
U0409,Seo-Yeon,40,Female,South Korean,Plage/Détente,Hot,Beach,Villa,4x4;Bateau;Marche,Asia
U0410,Juan,46,Male,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Tuk-Tuk;Vélo;Voiture,North America
U0411,Hoàng,26,Male,Vietnamese,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Taxi;Bateau;Transports Publics,Asia
U0412,Nikita,21,Male,Russian,Urbain/Luxe/Shopping,Temperate,City,Villa,Bus;Taxi;Métro,Europe
U0413,Tùng,52,Male,Vietnamese,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Scooter;Vélo;4x4,Asia
U0414,Sara,39,Female,Spanish,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Métro;Randonnée;Taxi,Europe
U0415,Chinedu,58,Male,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Transports Publics;Voiture;Marche,Africa
U0416,Oliver,25,Male,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Vélo;Scooter;Métro,Oceania
U0417,Jack,48,Male,Australian,Plage/Détente,Hot,Beach,Guesthouse,Tuk-Tuk;Bus;Marche,Oceania
U0418,Ella,65,Female,Australian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Bus;Marche;Randonnée,Oceania
U0419,Salomé,60,Female,Colombian,Plage/Détente,Hot,Beach,Hostel,Transports Publics;Métro;Taxi,South America
U0420,Fatima,60,Female,Egyptian,Culturel/Histoire,Temperate,City,Guesthouse,Transports Publics;Bateau;4x4,Africa
U0421,Thomas,66,Male,French,Culturel/Histoire,Temperate,City,Villa,Métro;Transports Publics;Bateau,Europe
